wrf_day,wrf-ctsm_day,modis_day,viirs_day,wrf_night,wrf-ctsm_night,modis_night,viirs_night,lat,lon,index_lat,index_lon,dist_km
32.16835021972656,34.309967041015625,35.55000000000001,36.47000000000003,7.6966552734375,9.763198852539062,10.470000000000027,7.250000000000057,53.44727325439453,-2.29388427734375,16,27,-5.07681748379573
34.61695861816406,34.89556884765625,36.690000000000055,35.43000000000001,12.33123779296875,9.893646240234375,10.830000000000041,13.390000000000043,53.45806121826172,-2.275848388671875,17,28,-3.3841306252620815
34.58042907714844,35.99072265625,35.89000000000004,34.89000000000004,12.387161254882812,10.433700561523438,nan,13.410000000000025,53.46884536743164,-2.2578125,18,29,-1.691958346169839
34.7083740234375,35.99932861328125,35.39000000000004,34.170000000000016,12.381622314453125,10.542007446289062,11.870000000000005,14.490000000000009,53.47962951660156,-2.239776611328125,19,30,0.0
34.62843322753906,36.1156005859375,36.450000000000045,35.83000000000004,12.3865966796875,10.538177490234375,12.130000000000052,13.550000000000011,53.49040985107422,-2.221771240234375,20,31,1.690019791873142
34.5179443359375,35.2989501953125,35.23000000000002,36.110000000000014,12.408737182617188,10.270156860351562,11.590000000000032,12.510000000000048,53.501197814941406,-2.2037353515625,21,32,3.381850903269498
34.57136535644531,34.856292724609375,35.110000000000014,35.610000000000014,12.331390380859375,10.127471923828125,10.670000000000016,12.430000000000007,53.511985778808594,-2.185699462890625,22,33,5.0734679218665155
33.202880859375,34.731658935546875,34.39000000000004,35.110000000000014,7.235931396484375,10.0052490234375,9.770000000000039,10.510000000000048,53.522769927978516,-2.167694091796875,23,34,6.763147103285594
33.832611083984375,33.45458984375,35.370000000000005,35.650000000000034,11.82183837890625,9.734176635742188,9.690000000000055,10.410000000000025,53.53355026245117,-2.149658203125,24,35,8.453734551490502
32.327117919921875,33.14750671386719,35.25000000000006,35.05000000000001,7.6036376953125,9.28106689453125,9.57000000000005,10.130000000000052,53.544334411621094,-2.13165283203125,25,36,10.14298598359792
33.280487060546875,30.753585815429688,31.130000000000052,32.610000000000014,11.200286865234375,8.750518798828125,9.650000000000034,9.53000000000003,53.55512237548828,-2.113616943359375,26,37,11.833746331242613
33.04725646972656,32.082305908203125,30.710000000000036,30.250000000000057,10.85638427734375,7.0659027099609375,8.970000000000027,7.330000000000041,53.5659065246582,-2.0955810546875,27,38,13.523991611384941
30.07305908203125,29.981170654296875,32.75000000000006,34.79000000000002,4.5523529052734375,6.7382049560546875,7.53000000000003,9.310000000000002,53.57669448852539,-2.07757568359375,28,39,15.212901375095097
30.911056518554688,28.9639892578125,27.730000000000018,28.77000000000004,5.58367919921875,6.8283843994140625,7.550000000000011,6.690000000000055,53.58747482299805,-2.059539794921875,29,40,16.902417248969186
30.777603149414062,28.939987182617188,28.29000000000002,28.930000000000007,4.723419189453125,5.879119873046875,6.910000000000025,5.4500000000000455,53.5982551574707,-2.041534423828125,30,41,18.590297485764214
30.6568603515625,28.0760498046875,29.230000000000018,28.970000000000027,5.9513702392578125,3.59063720703125,6.890000000000043,4.910000000000025,53.609039306640625,-2.02349853515625,31,42,20.279684923682588
30.973648071289062,27.280975341796875,30.250000000000057,30.670000000000016,7.496978759765625,6.1131744384765625,6.430000000000007,6.510000000000048,53.61983108520508,-2.0054931640625,32,43,21.96803813309086
30.232086181640625,27.744461059570312,28.150000000000034,27.77000000000004,7.2327880859375,6.5947265625,7.690000000000055,6.330000000000041,53.630615234375,-1.987457275390625,33,44,23.65699620019039
30.786087036132812,27.392974853515625,28.55000000000001,30.210000000000036,7.847076416015625,7.2210540771484375,7.510000000000048,,53.641395568847656,-1.969451904296875,34,45,25.34401897709562
29.927093505859375,28.553146362304688,29.250000000000057,28.810000000000002,7.6246795654296875,7.672943115234375,8.330000000000041,,53.65217590332031,-1.951416015625,35,46,27.03224704808131
30.0711669921875,28.193511962890625,29.610000000000014,28.55000000000001,7.5962371826171875,8.960723876953125,8.79000000000002,,53.6629638671875,-1.93341064453125,36,47,28.71944163277786
30.510147094726562,29.597824096679688,29.870000000000005,29.950000000000045,7.823822021484375,8.756149291992188,8.830000000000041,,53.67375183105469,-1.915374755859375,37,48,30.407840759793853
31.369964599609375,30.44927978515625,29.79000000000002,30.79000000000002,8.738662719726562,8.977371215820312,8.910000000000025,,53.684532165527344,-1.897369384765625,38,49,32.09400506808933
31.361770629882812,32.522552490234375,28.890000000000043,31.53000000000003,8.491912841796875,9.211334228515625,9.03000000000003,,53.69532012939453,-1.87933349609375,39,50,33.78197408180746
32.439300537109375,32.48127746582031,31.99000000000001,33.650000000000034,8.815093994140625,9.499404907226562,9.450000000000045,,53.70610046386719,-1.861328125,40,51,35.46770877377384
32.85223388671875,33.35514831542969,31.99000000000001,31.970000000000027,7.7694854736328125,9.961959838867188,10.230000000000018,,53.71688461303711,-1.843292236328125,41,52,37.15494707089929
31.065185546875,33.16607666015625,28.310000000000002,28.930000000000007,8.169265747070312,10.086669921875,9.510000000000048,,53.72766876220703,-1.825286865234375,42,53,38.84055224042629
33.932891845703125,33.51039123535156,29.05000000000001,30.930000000000007,6.972900390625,10.195571899414062,8.270000000000039,7.850000000000023,53.73845291137695,-1.807281494140625,43,54,40.525942510473534
35.31025695800781,33.85594177246094,31.170000000000016,30.450000000000045,6.8286590576171875,10.565750122070312,8.590000000000032,,53.74923324584961,-1.78924560546875,44,55,42.2122346627624
