wrf_day,wrf-ctsm_day,modis_day,viirs_day,wrf_night,wrf-ctsm_night,modis_night,viirs_night,lat,lon,index_lat,index_lon,dist_km
37.00047302246094,34.10020446777344,29.470000000000027,32.93000000000001,7.587371826171875,10.037094116210938,9.690000000000055,7.910000000000025,53.27471160888672,-2.582366943359375,0,11,-32.18094585384295
36.85888671875,34.25559997558594,31.03000000000003,32.670000000000016,7.67572021484375,9.963104248046875,nan,,53.28548812866211,-2.5643310546875,1,12,-30.485749266854807
37.279449462890625,34.630859375,30.33000000000004,31.55000000000001,7.39263916015625,10.351852416992188,nan,,53.2962760925293,-2.546295166015625,2,13,-28.78986239273118
36.511566162109375,34.1427001953125,30.450000000000045,32.05000000000001,7.7069549560546875,9.3870849609375,nan,,53.30706024169922,-2.52825927734375,3,14,-27.094489484001677
37.050994873046875,33.2637939453125,30.130000000000052,30.99000000000001,6.2421112060546875,8.455856323242188,9.050000000000011,,53.31784439086914,-2.510223388671875,4,15,-25.39932956107863
35.19842529296875,33.21430969238281,28.710000000000036,28.77000000000004,7.0045013427734375,8.150604248046875,7.3700000000000045,,53.328636169433594,-2.4921875,5,16,-23.703780726958176
34.847015380859375,33.223876953125,30.890000000000043,30.090000000000032,7.7078704833984375,8.170166015625,7.310000000000002,,53.33942413330078,-2.47418212890625,6,17,-22.01017385522641
34.626800537109375,33.36183166503906,30.510000000000048,31.57000000000005,7.6571197509765625,8.084762573242188,7.430000000000007,,53.35020446777344,-2.456146240234375,7,18,-20.3159539485824
34.30522155761719,33.50048828125,31.850000000000023,31.57000000000005,7.269805908203125,8.368194580078125,9.510000000000048,6.270000000000039,53.360992431640625,-2.4381103515625,8,19,-18.62134542531202
34.87092590332031,33.45506286621094,33.25000000000006,34.63000000000005,7.4199981689453125,8.462509155273438,8.130000000000052,6.230000000000018,53.37177276611328,-2.420074462890625,9,20,-16.927552035744544
35.20750427246094,33.76643371582031,30.690000000000055,26.450000000000045,6.9511260986328125,8.857650756835938,7.650000000000034,7.4500000000000455,53.38256072998047,-2.40203857421875,10,21,-15.23337021214151
35.28657531738281,33.911041259765625,32.29000000000002,33.25000000000006,6.716888427734375,8.619964599609375,7.430000000000007,5.730000000000018,53.393348693847656,-2.384002685546875,11,22,-13.539401851717466
34.57579040527344,34.16233825683594,32.75000000000006,33.51000000000005,12.072662353515625,8.721038818359375,7.310000000000002,8.210000000000036,53.40412902832031,-2.365997314453125,12,23,-11.847674862935277
34.816314697265625,36.10182189941406,35.25000000000006,35.35000000000002,12.218399047851562,9.682785034179688,9.430000000000007,9.810000000000002,53.4149169921875,-2.34796142578125,13,24,-10.154133304169935
34.64918518066406,36.254608154296875,34.07000000000005,35.99000000000001,12.19482421875,9.77764892578125,9.150000000000034,8.750000000000057,53.42570495605469,-2.329925537109375,14,25,-8.460805398330457
34.61576843261719,35.03440856933594,32.39000000000004,30.29000000000002,12.171920776367188,9.86529541015625,9.130000000000052,7.250000000000057,53.43648910522461,-2.3118896484375,15,26,-6.767991999016663
