wrf_day,wrf-ctsm_day,modis_day,viirs_day,wrf_night,wrf-ctsm_night,modis_night,viirs_night,lat,lon,index_lat,index_lon,dist_km
38.881256103515625,40.9639892578125,36.47000000000003,34.33000000000004,17.91339111328125,16.68414306640625,nan,18.55000000000001,53.609039306640625,-2.02349853515625,31,42,20.279684923682588
39.483306884765625,40.51084899902344,35.59000000000003,33.610000000000014,20.11419677734375,19.994415283203125,nan,18.210000000000036,53.61983108520508,-2.0054931640625,32,43,21.96803813309086
38.42144775390625,41.049713134765625,33.85000000000002,32.55000000000001,21.90545654296875,20.968048095703125,nan,23.710000000000036,53.630615234375,-1.987457275390625,33,44,23.65699620019039
38.55387878417969,40.11299133300781,31.730000000000018,33.57000000000005,22.16162109375,21.469696044921875,nan,23.07000000000005,53.641395568847656,-1.969451904296875,34,45,25.34401897709562
37.344696044921875,40.84619140625,32.51000000000005,41.51000000000005,21.867172241210938,21.05072021484375,nan,,53.65217590332031,-1.951416015625,35,46,27.03224704808131
37.64723205566406,41.31895446777344,31.010000000000048,40.77000000000004,18.761016845703125,20.398193359375,nan,,53.6629638671875,-1.93341064453125,36,47,28.71944163277786
38.6470947265625,42.77665710449219,31.590000000000032,42.450000000000045,17.598602294921875,20.934524536132812,nan,,53.67375183105469,-1.915374755859375,37,48,30.407840759793853
40.64555358886719,44.31730651855469,33.610000000000014,42.07000000000005,19.64794921875,23.0982666015625,nan,,53.684532165527344,-1.897369384765625,38,49,32.09400506808933
40.96253967285156,45.573699951171875,35.85000000000002,39.09000000000003,20.243499755859375,23.815673828125,nan,,53.69532012939453,-1.87933349609375,39,50,33.78197408180746
42.33197021484375,44.38433837890625,37.33000000000004,38.79000000000002,20.276443481445312,22.52593994140625,nan,,53.70610046386719,-1.861328125,40,51,35.46770877377384
42.69432067871094,45.10337829589844,37.03000000000003,42.170000000000016,18.908782958984375,22.619094848632812,nan,,53.71688461303711,-1.843292236328125,41,52,37.15494707089929
41.722320556640625,45.01902770996094,35.57000000000005,37.07000000000005,18.938980102539062,22.536819458007812,nan,,53.72766876220703,-1.825286865234375,42,53,38.84055224042629
44.10601806640625,45.16770935058594,36.190000000000055,35.610000000000014,18.016738891601562,22.463882446289062,nan,,53.73845291137695,-1.807281494140625,43,54,40.525942510473534
46.03309631347656,45.39768981933594,37.57000000000005,37.110000000000014,17.940444946289062,22.732833862304688,nan,,53.74923324584961,-1.78924560546875,44,55,42.2122346627624
